Timestamp,Email or phone number (for the $50 Amazon gift card giveaway),What year are you?,What's your major, How do you usually study for exams? (Select all that apply),What tools do you currently use for studying? (Select all that apply),"If you use AI for studying, what do you use it for? (Select all that apply)", What's your biggest frustration when studying? (optional)," If an AI tutor could do ONE thing perfectly for you, what would it be? (optional)",Would you use an AI tutor connected to your actual course materials and grades?
2/27/2026 20:45:43,3jrq3ndh@www.lingeringp.com,Junior,Humanities & Social Science,"Re-read notes & textbook, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Quizlet","Explaining concepts I don't understand, Generating practice questions",,,Maybe — depends on how it works
2/27/2026 20:45:43,jlfdd7qj@qqq.youngestsd.com,Freshman,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 20:45:43,fx3apru9@www.lingeringp.com,Freshman,"(CS, Engineering, Math, Science)",Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 20:45:43,c1uaypho@qqq.youngestsd.com,Sophomore,Arts & Design,"Re-read notes & textbook, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Checking my work & homework help",,,Maybe — depends on how it works
2/27/2026 20:46:27,v25es7hr@www.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:27,ap9jg43z@qqq.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:27,stidcvzs@qqq.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:27,0ey983ub@qqq.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:27,16o9ca8w@www.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:27,bcxf3fso@www.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:27,yvvwpx1y@www.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:28,ojn4ab3x@www.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:28,iqlel5l2@www.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:28,z4mjut43@qqq.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:28,n8isjau8@qqq.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:28,6t7qga65@qqq.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:34,v25es7hr@www.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:46:34,z4mjut43@qqq.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:47:17,kyk7pvcz@qqq.youngestsd.com,Freshman,Humanities & Social Science,"Practice problems & past exams, Study groups","Quizlet, Anki","Explaining concepts I don't understand, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 20:47:17,f4bdkudd@qqq.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Practice problems & past exams, Flashcards (physical or digital)","Quizlet, Anki","Explaining concepts I don't understand, Summarizing readings & notes",,,"Yeah, that sounds super useful"
2/27/2026 20:47:17,j6ui92lp@qqq.youngestsd.com,Sophomore,Business & Econ,"Practice problems & past exams, Flashcards (physical or digital)","Quizlet, Anki","Explaining concepts I don't understand, Summarizing readings & notes",,,"Yeah, that sounds super useful"
2/27/2026 20:47:17,r9idm6tm@qqq.youngestsd.com,Sophomore,Arts & Design,"Flashcards (physical or digital), Study groups","ChatGPT & Claude & AI chatbots, Anki","Summarizing readings & notes, Generating practice questions",,,Maybe — depends on how it works
2/27/2026 20:47:17,o1pnyakc@www.lingeringp.com,Senior,Humanities & Social Science,"Practice problems & past exams, Flashcards (physical or digital)","Quizlet, Anki","Explaining concepts I don't understand, Summarizing readings & notes",,,"Yeah, that sounds super useful"
2/27/2026 20:47:17,4mbd0wbf@www.lingeringp.com,Junior,Humanities & Social Science,"Practice problems & past exams, Watch YouTube & video explanations","Quizlet, Notion","Explaining concepts I don't understand, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 20:47:17,oa9keooi@qqq.youngestsd.com,Sophomore,Business & Econ,"Practice problems & past exams, Flashcards (physical or digital)","Quizlet, Anki","Explaining concepts I don't understand, Generating practice questions",,,Maybe — depends on how it works
2/27/2026 20:47:19,8ln5anrx@www.lingeringp.com,Sophomore,Business & Econ,"Practice problems & past exams, Flashcards (physical or digital)","Quizlet, Anki","Explaining concepts I don't understand, Summarizing readings & notes",,,Maybe — depends on how it works
2/27/2026 20:47:19,ta37ir6m@www.lingeringp.com,Sophomore,Business & Econ,"Flashcards (physical or digital), Watch YouTube & video explanations","Anki, Google Docs & Slides","Explaining concepts I don't understand, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 20:47:19,f1ymykan@www.lingeringp.com,Sophomore,Business & Econ,"Practice problems & past exams, Flashcards (physical or digital)","Quizlet, Anki","Explaining concepts I don't understand, Summarizing readings & notes",,,Maybe — depends on how it works
2/27/2026 20:47:23,zs2wd07r@www.lingeringp.com   ,Sophomore,Humanities & Social Science,"Practice problems & past exams, Flashcards (physical or digital)","Quizlet, Anki","Explaining concepts I don't understand, Summarizing readings & notes",,,Maybe — depends on how it works
2/27/2026 20:47:49,0f9iap5i@qqq.youngestsd.com,Sophomore,Business & Econ,"Practice problems & past exams, Flashcards (physical or digital)","Quizlet, Anki","Explaining concepts I don't understand, Summarizing readings & notes",,,Maybe — depends on how it works
2/27/2026 20:48:44,bwzi4t2e@qqq.youngestsd.com,Freshman,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Notion","Explaining concepts I don't understand, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 20:48:44,5d9x0sft@www.lingeringp.com,Freshman,"(CS, Engineering, Math, Science)",Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 20:48:44,5pjwsaz0@www.lingeringp.com,Junior,Humanities & Social Science,"Re-read notes & textbook, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Anki","Explaining concepts I don't understand, Generating practice questions",,,Maybe — depends on how it works
2/27/2026 20:48:44,p1921rql@www.lingeringp.com,Junior,Health & Pre-med,"Re-read notes & textbook, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 20:48:44,r1e1t640@qqq.youngestsd.com,Sophomore,Arts & Design,"Re-read notes & textbook, Flashcards (physical or digital)","ChatGPT & Claude & AI chatbots, Chegg & Course Hero","Explaining concepts I don't understand, Writing assistance",,,Maybe — depends on how it works
2/27/2026 20:48:44,tv2o2suh@qqq.youngestsd.com,Sophomore,Business & Econ,"Re-read notes & textbook, Practice problems & past exams","ChatGPT & Claude & AI chatbots, Notion","Explaining concepts I don't understand, Summarizing readings & notes",,,Maybe — depends on how it works
2/27/2026 20:50:13,fkbh2mmo@zz.xintaitong.com,Sophomore,Business & Econ,"Practice problems & past exams, Flashcards (physical or digital)","Quizlet, Notion","Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 20:50:13,c1041p0u@cc.rehearsalk.com,Senior,Health & Pre-med,"Practice problems & past exams, Study groups","Notion, Khan Academy","Generating practice questions, Writing assistance",,,"Yeah, that sounds super useful"
2/27/2026 20:50:17,vbsp7wgl@zz.xintaitong.com,Junior,Humanities & Social Science,"Re-read notes & textbook, Practice problems & past exams","Anki, Notion","Summarizing readings & notes, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 20:50:17,lz3j9ben@cc.rehearsalk.com,Freshman,Arts & Design,"Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","Quizlet, Notion","Explaining concepts I don't understand, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 20:50:17,67osa7tv@www.lingeringp.com ,Senior,Health & Pre-med,"Re-read notes & textbook, Practice problems & past exams, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Quizlet","Summarizing readings & notes, Generating practice questions",,,Maybe — depends on how it works
2/27/2026 20:50:17,cwx7ptlo@www.lingeringp.com,Junior,Business & Econ,"Re-read notes & textbook, Practice problems & past exams","ChatGPT & Claude & AI chatbots, Quizlet","Summarizing readings & notes, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 20:50:18,h3vq38sx@www.lingeringp.com,Sophomore,Humanities & Social Science,"Re-read notes & textbook, Flashcards (physical or digital)","ChatGPT & Claude & AI chatbots, Anki","Summarizing readings & notes, Checking my work & homework help",,,Maybe — depends on how it works
2/27/2026 20:50:18,awdd7nbd@www.lingeringp.com,Sophomore,Arts & Design,"Re-read notes & textbook, Practice problems & past exams","ChatGPT & Claude & AI chatbots, Anki","Generating practice questions, Checking my work & homework help",,,Maybe — depends on how it works
